Order ID,Order Date,Customer ID,Product ID,Location_ID,Sales,Profit,Quantity,Discount
IT-2014-4499061,2014-03-18,RP-19270,TEC-CO-10004099,108,1505.979,-265.761,6,0.15
IN-2014-34226,2014-12-19,DW-13540,TEC-PH-10003002,109,1954.17,312.66,3,0.0
CA-2011-136567,2011-12-20,PS-19045,FUR-TA-10001932,110,2244.48,493.7856,7,0.0
CA-2013-143714,2013-05-24,CC-12370,TEC-CO-10004722,78,8399.976,1119.9968,4,0.4
CA-2011-151330,2011-10-14,TC-21295,FUR-CH-10000749,111,1628.82,260.6112,9,0.0
MX-2014-158386,2014-09-18,GM-14440,TEC-CO-10004398,112,1213.18876,508.00876,7,0.002
IN-2013-30663,2013-11-25,SV-20815,TEC-CO-10004535,113,1590.6,572.55,5,0.0
IN-2013-77444,2013-11-07,MM-17920,TEC-AC-10000420,114,2330.64,1025.46,9,0.0
IN-2014-39077,2014-07-19,JK-16120,FUR-BO-10001212,68,3278.5848,140.8248,8,0.07
ID-2012-60980,2012-08-16,EM-14200,TEC-PH-10001670,115,3741.5238,946.6338,7,0.17
CA-2013-128594,2013-08-27,DJ-13510,FUR-CH-10001215,116,1603.136,100.196,4,0.2
IN-2012-57025,2012-01-11,PM-18940,FUR-BO-10004679,117,3637.602,156.402,10,0.07
MX-2013-157868,2013-01-28,AT-10435,OFF-AP-10001776,118,2455.88,785.82,7,0.0
ID-2012-66111,2012-06-14,AB-10015,TEC-MA-10003704,119,1024.68,-286.92,8,0.5
CA-2011-120474,2011-12-01,RP-19390,FUR-CH-10001854,120,2807.84,673.8816,8,0.0
CA-2013-100300,2013-06-25,MJ-17740,TEC-MA-10000984,116,4476.8,503.64,4,0.2
MX-2012-164791,2012-12-06,PV-18985,TEC-AC-10000376,121,2297.96,988.12,14,0.0
IT-2013-1350483,2013-09-05,SB-20290,TEC-CO-10003800,122,2671.41,534.24,7,0.0
SO-2014-4990,2014-09-18,SM-10005,TEC-SAM-10004230,123,3834.0,268.38,6,0.0
CA-2014-149559,2014-09-12,KF-16285,FUR-CH-10002320,124,2054.272,256.784,8,0.2
IN-2012-30943,2012-08-03,KH-16330,OFF-AP-10002312,125,3501.7368,210.8568,8,0.17
IN-2014-13324,2014-12-09,MP-18175,TEC-PH-10000169,92,1725.462,747.612,3,0.1
IN-2012-46889,2012-10-25,LH-17020,TEC-CO-10000865,126,1583.7,174.15,5,0.0
CA-2012-114069,2012-07-13,ND-18370,FUR-CH-10000595,1,1931.04,321.84,9,0.1
ID-2013-35640,2013-08-27,CR-12625,FUR-BO-10000288,3,2760.345,-214.725,7,0.1
IN-2011-30292,2011-05-13,NC-18625,TEC-AC-10000866,56,3078.72,523.08,12,0.0
IT-2011-3675195,2011-11-03,GM-14680,OFF-AP-10001623,127,1983.135,-1784.895,7,0.5
ES-2014-2034971,2014-08-02,RA-19945,FUR-BO-10003541,128,1112.778,296.658,3,0.1
ES-2011-1426891,2011-09-20,DB-13060,TEC-CO-10004365,129,3616.5,36.0,10,0.0
CA-2014-159366,2014-01-08,BW-11110,TEC-MA-10000822,107,3059.982,679.996,2,0.1
IN-2013-14773,2013-03-11,RF-19735,TEC-PH-10000499,92,2892.105,160.605,5,0.1
ES-2012-4934238,2012-02-02,JH-15820,TEC-PH-10000800,130,3263.4,848.4,5,0.0
CA-2013-108987,2013-09-09,AG-10675,FUR-BO-10004834,131,2396.2656,-317.1528,4,0.32
MX-2014-111941,2014-04-09,DM-12955,FUR-TA-10001642,132,3117.088,38.948,13,0.2
US-2013-143819,2013-03-02,KD-16270,TEC-MA-10003979,133,4899.93,2400.9657,7,0.0
MX-2014-152961,2014-03-19,BE-11335,OFF-AP-10001041,134,1888.7,887.6,5,0.0
IN-2013-17041,2013-10-02,SO-20335,OFF-AP-10002090,135,3000.78,1080.18,6,0.0
ES-2013-4679331,2013-01-12,DK-12835,OFF-AP-10002330,136,3801.63,1444.59,7,0.0
SA-2014-1270,2014-08-20,LC-7050,TEC-CIS-10002344,137,5211.12,1146.24,8,0.0
IN-2011-10286,2011-12-17,PB-19210,FUR-TA-10002153,27,1356.03,311.85,3,0.0
IN-2014-12897,2014-03-14,CG-12520,OFF-AP-10004964,106,3569.643,674.163,7,0.1
CA-2013-134887,2013-03-26,TB-21280,TEC-AC-10003832,138,1287.45,244.6155,5,0.0
ID-2014-10076,2014-07-09,HG-15025,FUR-BO-10004679,139,2910.0816,125.1216,8,0.07
ID-2013-70122,2013-06-11,AD-10180,FUR-CH-10002061,140,3126.4002,-128.7198,9,0.27
ES-2011-2257437,2011-08-10,BP-11155,TEC-PH-10002759,69,5276.988,1758.888,9,0.1
ID-2014-63920,2014-03-17,AA-10480,TEC-PH-10001699,115,2645.376,-0.024,5,0.17
ID-2013-29564,2013-01-02,RL-19615,FUR-BO-10001934,86,1637.01,-36.39,5,0.1
CA-2013-108196,2013-11-26,CS-12505,TEC-MA-10000418,141,4499.985,-6599.978,5,0.7
ID-2012-36403,2012-10-10,SW-20245,TEC-PH-10001699,142,2645.376,-0.024,5,0.17
CA-2014-127180,2014-10-23,TA-21385,TEC-PH-10001494,1,2399.6,647.892,8,0.0
IN-2011-19351,2011-06-17,BW-11110,FUR-TA-10001889,143,3238.305,-740.295,5,0.3
ES-2014-5842530,2014-04-03,YC-21895,FUR-BO-10000490,69,2291.814,127.134,7,0.1
MX-2011-137897,2011-05-17,JM-15580,TEC-PH-10000018,144,2124.5,488.6,5,0.0
BO-2014-8960,2014-02-11,MZ-7335,FUR-HON-10003533,145,2757.78,744.48,6,0.0
ES-2013-2220066,2013-10-12,JF-15295,TEC-AC-10001949,146,1549.98,139.32,6,0.0
CA-2011-127299,2011-09-19,JL-15835,TEC-MA-10001127,147,2624.985,-944.9946,3,0.5
UP-2014-4500,2014-07-17,DJ-3510,OFF-HOO-10004910,148,3146.4,629.28,6,0.0
ES-2014-2440513,2014-11-22,MF-18250,TEC-MA-10001335,149,2456.619,664.719,11,0.15
IT-2011-5629016,2011-05-30,TC-21295,FUR-TA-10000347,150,2228.6355,-754.4145,7,0.35
CA-2014-133263,2014-04-01,JE-15610,TEC-CO-10001449,71,2999.95,1439.976,5,0.0
IN-2014-65488,2014-07-17,CP-12340,OFF-AP-10002090,151,4001.04,1440.24,8,0.0
ES-2014-5530354,2014-08-29,EH-14125,TEC-PH-10000493,152,4876.875,745.875,9,0.15
IN-2012-23782,2012-12-26,NC-18340,FUR-TA-10003596,70,1788.822,204.282,6,0.3
IN-2014-37320,2014-11-11,BF-11005,OFF-AP-10002244,40,3622.29,1267.77,7,0.0
ID-2013-31720,2013-05-01,JS-16030,FUR-TA-10003179,139,1242.585,-140.715,5,0.47
ES-2011-1712442,2011-08-16,AM-10360,TEC-PH-10001396,153,4453.05,1424.85,7,0.0
IN-2014-78900,2014-12-03,JF-15190,FUR-TA-10003078,154,2673.36,1069.2,8,0.0
IN-2013-37803,2013-06-25,AB-10015,FUR-CH-10003581,155,2046.195,591.045,5,0.1
ES-2013-3939561,2013-01-21,JG-15160,FUR-TA-10000184,38,5451.3,2071.44,6,0.0
CA-2013-138478,2013-10-22,DP-13390,OFF-BI-10001120,156,4535.976,1644.2913,3,0.2
IN-2014-56808,2014-07-12,AG-10330,OFF-AP-10001956,157,1722.2832,539.4432,4,0.17
US-2013-116729,2013-12-26,GK-14620,TEC-PH-10002200,29,2575.944,257.5944,7,0.2
ES-2014-1972860,2014-09-01,NF-18475,OFF-AP-10003382,158,1007.424,134.304,2,0.1
CA-2011-119375,2011-11-17,YC-21895,OFF-ST-10002011,159,2934.33,792.2691,7,0.0
IN-2011-64326,2011-06-07,DR-12940,OFF-AP-10003917,19,4624.29,1644.03,9,0.1
ES-2011-3259196,2011-10-13,NB-18655,OFF-ST-10002900,130,1066.446,-11.934,6,0.1
IN-2013-48184,2013-06-10,NM-18445,TEC-CO-10003819,160,957.6,0.0,4,0.0
IN-2014-77017,2014-12-13,TA-21385,OFF-AP-10000675,161,4864.32,162.12,10,0.1
CA-2014-150091,2014-10-13,NP-18670,FUR-BO-10003404,99,2154.9,129.294,5,0.0
ID-2014-31363,2014-06-10,SC-20380,OFF-AP-10001824,162,1433.8395,-84.3705,3,0.15
SF-2011-6380,2011-02-15,PA-9060,OFF-SME-10000746,163,2784.6,779.52,14,0.0
ES-2013-1692384,2013-11-28,RB-19570,FUR-BO-10004999,164,3063.27,1470.21,7,0.0
CA-2014-165323,2014-06-18,SR-20740,TEC-MA-10003673,1,3404.5,1668.205,5,0.0
CA-2013-168354,2013-09-20,RH-19510,OFF-ST-10001490,165,1606.23,481.869,9,0.0
US-2011-158554,2011-08-09,LH-16750,TEC-PH-10004196,31,2044.8,-332.28,6,0.2
CA-2011-141796,2011-06-21,JG-15160,TEC-PH-10001578,166,1214.85,352.3065,3,0.0
IN-2012-12162,2012-08-02,KB-16585,TEC-CO-10000208,167,1521.0,0.0,4,0.0
ES-2012-2510515,2012-06-19,LH-17155,OFF-AP-10002330,93,2443.905,760.305,5,0.1
CA-2012-113404,2012-07-16,EM-13810,FUR-CH-10003312,168,1348.704,-219.1644,6,0.2
IR-2013-8520,2013-08-02,MZ-7515,TEC-EPS-10000053,169,1141.8,570.9,10,0.0
IN-2014-68463,2014-05-22,DM-13345,OFF-ST-10004060,170,1865.97,802.17,9,0.0
ID-2011-64599,2011-02-10,CA-11965,TEC-PH-10000303,171,6998.64,2939.31,11,0.0
ES-2013-4632541,2013-09-27,SC-20305,FUR-BO-10002708,172,1091.25,119.97,3,0.0
IN-2014-23761,2014-06-02,MH-18115,FUR-BO-10000210,173,1094.22,328.23,3,0.0
IN-2013-16964,2013-09-30,KS-16300,FUR-BO-10001192,106,1320.624,484.224,4,0.1
IN-2011-76989,2011-07-19,BG-11740,TEC-PH-10004664,174,2555.64,664.44,4,0.0
RS-2014-4620,2014-08-14,CR-2625,FUR-SAU-10002255,175,3498.72,594.72,8,0.0
CA-2013-147417,2013-07-26,CB-12415,TEC-CO-10001449,176,1439.976,191.9968,4,0.4
IN-2014-61393,2014-10-31,DK-13090,TEC-CO-10001954,177,2272.86,977.22,6,0.0
IN-2013-13891,2013-07-25,JL-15835,TEC-PH-10003002,178,5211.12,833.76,8,0.0
IN-2014-32770,2014-10-07,AP-10720,TEC-PH-10003856,179,2582.16,361.44,4,0.0
IN-2014-14780,2014-10-17,CR-12820,TEC-PH-10004664,180,3194.55,830.55,5,0.0
IN-2013-71585,2013-12-03,BF-11080,FUR-CH-10000974,106,1704.996,378.876,4,0.1
IN-2014-20485,2014-11-08,JM-15265,OFF-AP-10003866,162,1538.721,325.701,6,0.15
IN-2013-48184,2013-06-10,NM-18445,FUR-CH-10003616,160,1381.32,593.91,3,0.0
IT-2011-4771701,2011-09-21,TW-21025,FUR-BO-10004999,181,1181.547,498.807,3,0.1
IT-2011-2876489,2011-06-21,RB-19330,FUR-CH-10000479,182,1696.248,734.928,4,0.1
CA-2014-133865,2014-05-09,PS-19045,TEC-CO-10001046,29,3359.952,1049.985,6,0.2
CA-2014-158379,2014-09-23,JA-15970,OFF-SU-10002881,78,4663.736,-1049.3406,7,0.2
SF-2014-2330,2014-11-26,AB-60,OFF-HOO-10000318,183,1237.56,606.36,4,0.0
EG-2012-4640,2012-03-30,JR-5670,TEC-NOK-10001283,184,1274.7,140.16,2,0.0
MX-2011-138002,2011-11-10,MD-17350,OFF-AP-10000407,97,3172.14,856.44,9,0.0
US-2014-102183,2014-08-22,PK-19075,OFF-BI-10001359,1,4305.552,1453.1238,6,0.2
ES-2012-5113958,2012-08-01,EB-13840,OFF-AP-10004512,185,3979.29,1989.54,7,0.0
CA-2014-120376,2014-12-23,TP-21130,FUR-CH-10002335,107,1586.69,412.5394,7,0.0
CA-2014-168109,2014-07-04,JK-15640,TEC-MA-10001148,52,2395.2,209.58,6,0.2
CA-2014-111556,2014-11-21,CD-11920,TEC-PH-10001459,1,1259.97,327.5922,3,0.0
AJ-2013-2640,2013-01-23,JL-5835,FUR-BAR-10004434,186,2058.0,946.68,4,0.0
IN-2011-67651,2011-05-21,EP-13915,FUR-BO-10002444,140,2539.8765,709.9365,7,0.07
ES-2014-4957212,2014-09-28,MS-17770,FUR-BO-10004709,187,2898.21,1420.02,7,0.0
IT-2011-3528798,2011-11-06,CM-12655,TEC-MA-10004772,188,1320.0075,357.1575,5,0.15
LH-2014-5390,2014-01-28,JC-6105,FUR-BAR-10003532,189,2171.16,-2750.28,8,0.7
IN-2014-32588,2014-09-13,GB-14530,TEC-CO-10002911,3,4448.223,444.483,13,0.1
CA-2012-137113,2012-12-01,TW-21025,FUR-TA-10001705,52,1913.4,401.814,9,0.0
US-2011-161760,2011-12-22,JH-16180,TEC-PH-10000169,190,2300.616,38.196,9,0.4
EG-2013-4530,2013-02-05,MT-8070,FUR-SAU-10004653,191,2615.94,1072.44,6,0.0
IN-2011-51964,2011-12-28,AB-10105,TEC-CO-10002526,192,1066.68,394.65,3,0.0
CA-2013-122903,2013-05-28,LA-16780,FUR-CH-10002024,107,3504.9,700.98,5,0.0
LT-2011-270,2011-04-27,CV-2805,TEC-NOK-10004339,193,2544.6,814.2,4,0.0
IN-2011-86278,2011-10-06,NH-18610,FUR-TA-10000022,194,3694.68,886.68,4,0.0
ID-2013-17055,2013-08-24,HJ-14875,FUR-TA-10002153,195,2214.849,-221.571,7,0.3
MX-2013-151764,2013-09-21,JL-15175,FUR-CH-10000843,196,1236.48,111.28,4,0.0
MX-2014-124744,2014-12-17,MY-18295,OFF-AP-10002681,197,1805.9,126.4,5,0.0
US-2011-106992,2011-09-19,SB-20290,TEC-MA-10000822,131,3059.982,-509.997,3,0.4
CA-2014-168109,2014-07-04,JK-15640,TEC-AC-10002049,52,1687.8,742.632,4,0.0
CA-2011-117639,2011-05-21,MW-18235,OFF-BI-10003925,198,2715.93,1276.4871,7,0.0
MX-2014-140305,2014-06-03,KC-16540,OFF-AP-10004627,199,1810.3,54.3,5,0.0
MX-2014-113845,2014-09-12,CS-12460,TEC-PH-10001076,199,2120.5,106.0,5,0.0
IN-2014-61932,2014-04-17,HA-14920,TEC-PH-10001457,200,1275.0,140.22,2,0.0
ES-2012-4589770,2012-11-21,MT-17815,TEC-MA-10004534,201,1593.648,-225.162,7,0.15
ES-2014-1331794,2014-03-06,FW-14395,FUR-BO-10003991,202,1114.236,383.706,3,0.1
ES-2012-4621754,2012-07-23,BH-11710,TEC-PH-10002623,4,2944.08,1112.13,5,0.1
ID-2014-41191,2014-11-07,DK-12895,OFF-AP-10002793,203,3309.2598,318.8598,7,0.17
MX-2014-128405,2014-11-22,KD-16270,FUR-CH-10002093,204,897.48,322.92,9,0.0
ES-2011-1858721,2011-06-11,SC-20845,FUR-BO-10003103,205,2056.05,390.6,5,0.0
MX-2012-168865,2012-09-14,CY-12745,TEC-CO-10001818,206,2365.6592,18.8592,10,0.002
IN-2011-52279,2011-11-25,HL-15040,TEC-CO-10002040,207,1336.356,44.436,7,0.4
IN-2012-14724,2012-08-10,CT-11995,TEC-CO-10001654,208,3038.64,1245.84,8,0.0
ES-2013-3042991,2013-03-20,CC-12370,OFF-AP-10002397,209,2698.65,890.46,9,0.0
